,ihs_match,PRODUCT,ROUTE,TECHNOLOGY,LICENSOR
2914,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS SIMILAR TO NOVA CHEMICALS SCLAIRTECH™ PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,MITSUI PETROCHEMICAL
2913,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS USING DOW'S LOOP POLYMERIZATION REACTORS (METALLOCENE)",LLDPE,VIRGIN RESIN,PE SOLUTION,MITSUI PETROCHEMICAL
2912,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS USING DOW'S LOOP POLYMERIZATION REACTORS (ZIEGLER)",LLDPE,VIRGIN RESIN,PE SOLUTION,MITSUI PETROCHEMICAL
2911,"POLYETHYLENE, LLD, BIMODAL GRADE, BY BORSTAR TECHNOLOGY",LLDPE,VIRGIN RESIN,PE SOLUTION,MITSUI PETROCHEMICAL
2910,"POLYETHYLENE, LLD, BIMODAL GRADE, PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE SPHERILENE™ C PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,MITSUI PETROCHEMICAL
2909,"POLYETHYLENE, LLD, BY A HIMONT TYPE PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,MITSUI PETROCHEMICAL
2908,"POLYETHYLENE, LLD, BY A LOW PRESSURE SOLUTION PROCESS (LARGELY ON DOW PATENTS)",LLDPE,VIRGIN RESIN,PE SOLUTION,MITSUI PETROCHEMICAL
2907,"POLYETHYLENE, LLD, BY A LOW PRESSURE SOLUTION PROCESS (MITSUI)",LLDPE,VIRGIN RESIN,PE SOLUTION,MITSUI PETROCHEMICAL
2906,"POLYETHYLENE, LLD, BY A MEDIUM PRESSURE SOLUTION PROCESS (DUPONT TECHNOLOGY)",LLDPE,VIRGIN RESIN,PE SOLUTION,MITSUI PETROCHEMICAL
2900,"POLYETHYLENE, LLD, BY CONDENSED MODE GAS-PHASE PROCESS (UNIVATION)",LLDPE,VIRGIN RESIN,PE SOLUTION,MITSUI PETROCHEMICAL
2905,"POLYETHYLENE, LLD, BY DRY MODE GAS-PHASE PROCESS (UNIVATION)",LLDPE,VIRGIN RESIN,PE SOLUTION,MITSUI PETROCHEMICAL
2904,"POLYETHYLENE, LLD, BY INNOVENE(R) GAS-PHASE PROCESS (BP)",LLDPE,VIRGIN RESIN,PE SOLUTION,MITSUI PETROCHEMICAL
2903,"POLYETHYLENE, LLD, BY SLURRY PROCESS- STIRRED-TANK REACTORS WITH A SINGLE-SITE CATALYST",LLDPE,VIRGIN RESIN,PE SOLUTION,MITSUI PETROCHEMICAL
2902,"POLYETHYLENE, LLD, BY SUPERCONDENSED MODE GAS-PHASE PROCESS (UNIVATION)",LLDPE,VIRGIN RESIN,PE SOLUTION,MITSUI PETROCHEMICAL
2901,"POLYETHYLENE, LLD, FLEXIBLE DENSITY PE PRODUCTION",LLDPE,VIRGIN RESIN,PE SOLUTION,MITSUI PETROCHEMICAL
2920,"POLYETHYLENE, LLD, SLURRY PROCESS- DOUBLE-TUBE LOOP SINGLE SITE CAT. ORGANO-ALUMINOXY COMP.",LLDPE,VIRGIN RESIN,PE SOLUTION,MITSUI PETROCHEMICAL
3014,"POLYETHYLENE, LLD FROM ETHANE BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
3013,"POLYETHYLENE, LLD FROM NAPHTHA BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
3011,"POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
3010,"POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE SPHERILENE™ S PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
3009,"POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE UNIPOL™ PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
3008,"POLYETHYLENE, LLD PRODUCTION BY A SLURRY PROCESS SIMILAR TO THE CHEVRONPHILLIPS MARTECH™ SLURRY LOOP PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
3007,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS SIMILAR TO NOVA CHEMICALS ADVANCED SCLAIRTECH™ PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
3006,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS SIMILAR TO NOVA CHEMICALS SCLAIRTECH™ PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
3005,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS USING DOW'S LOOP POLYMERIZATION REACTORS (METALLOCENE)",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
3004,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS USING DOW'S LOOP POLYMERIZATION REACTORS (ZIEGLER)",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
3003,"POLYETHYLENE, LLD, BIMODAL GRADE, BY BORSTAR TECHNOLOGY",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
3002,"POLYETHYLENE, LLD, BIMODAL GRADE, PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE SPHERILENE™ C PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
3001,"POLYETHYLENE, LLD, BY A HIMONT TYPE PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
3000,"POLYETHYLENE, LLD, BY A LOW PRESSURE SOLUTION PROCESS (LARGELY ON DOW PATENTS)",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
2999,"POLYETHYLENE, LLD, BY A LOW PRESSURE SOLUTION PROCESS (MITSUI)",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
2998,"POLYETHYLENE, LLD, BY A MEDIUM PRESSURE SOLUTION PROCESS (DUPONT TECHNOLOGY)",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
2992,"POLYETHYLENE, LLD, BY CONDENSED MODE GAS-PHASE PROCESS (UNIVATION)",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
2997,"POLYETHYLENE, LLD, BY DRY MODE GAS-PHASE PROCESS (UNIVATION)",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
2996,"POLYETHYLENE, LLD, BY INNOVENE(R) GAS-PHASE PROCESS (BP)",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
2995,"POLYETHYLENE, LLD, BY SLURRY PROCESS- STIRRED-TANK REACTORS WITH A SINGLE-SITE CATALYST",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
2994,"POLYETHYLENE, LLD, BY SUPERCONDENSED MODE GAS-PHASE PROCESS (UNIVATION)",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
2993,"POLYETHYLENE, LLD, FLEXIBLE DENSITY PE PRODUCTION",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
3012,"POLYETHYLENE, LLD, SLURRY PROCESS- DOUBLE-TUBE LOOP SINGLE SITE CAT. ORGANO-ALUMINOXY COMP.",LLDPE,VIRGIN RESIN,PE SOLUTION,NEXLENE
2738,"POLYETHYLENE, LLD FROM ETHANE BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2737,"POLYETHYLENE, LLD FROM NAPHTHA BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2735,"POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2734,"POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE SPHERILENE™ S PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2733,"POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE UNIPOL™ PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2732,"POLYETHYLENE, LLD PRODUCTION BY A SLURRY PROCESS SIMILAR TO THE CHEVRONPHILLIPS MARTECH™ SLURRY LOOP PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2731,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS SIMILAR TO NOVA CHEMICALS ADVANCED SCLAIRTECH™ PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2730,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS SIMILAR TO NOVA CHEMICALS SCLAIRTECH™ PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2729,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS USING DOW'S LOOP POLYMERIZATION REACTORS (METALLOCENE)",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2728,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS USING DOW'S LOOP POLYMERIZATION REACTORS (ZIEGLER)",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2727,"POLYETHYLENE, LLD, BIMODAL GRADE, BY BORSTAR TECHNOLOGY",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2726,"POLYETHYLENE, LLD, BIMODAL GRADE, PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE SPHERILENE™ C PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2725,"POLYETHYLENE, LLD, BY A HIMONT TYPE PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2724,"POLYETHYLENE, LLD, BY A LOW PRESSURE SOLUTION PROCESS (LARGELY ON DOW PATENTS)",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2723,"POLYETHYLENE, LLD, BY A LOW PRESSURE SOLUTION PROCESS (MITSUI)",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2722,"POLYETHYLENE, LLD, BY A MEDIUM PRESSURE SOLUTION PROCESS (DUPONT TECHNOLOGY)",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2716,"POLYETHYLENE, LLD, BY CONDENSED MODE GAS-PHASE PROCESS (UNIVATION)",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2721,"POLYETHYLENE, LLD, BY DRY MODE GAS-PHASE PROCESS (UNIVATION)",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2720,"POLYETHYLENE, LLD, BY INNOVENE(R) GAS-PHASE PROCESS (BP)",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2719,"POLYETHYLENE, LLD, BY SLURRY PROCESS- STIRRED-TANK REACTORS WITH A SINGLE-SITE CATALYST",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2718,"POLYETHYLENE, LLD, BY SUPERCONDENSED MODE GAS-PHASE PROCESS (UNIVATION)",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2717,"POLYETHYLENE, LLD, FLEXIBLE DENSITY PE PRODUCTION",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2736,"POLYETHYLENE, LLD, SLURRY PROCESS- DOUBLE-TUBE LOOP SINGLE SITE CAT. ORGANO-ALUMINOXY COMP.",LLDPE,VIRGIN RESIN,PE SOLUTION,NIPPON PC
2301,"POLYETHYLENE, LLD FROM ETHANE BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2300,"POLYETHYLENE, LLD FROM NAPHTHA BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2298,"POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2297,"POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE SPHERILENE™ S PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2296,"POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE UNIPOL™ PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2295,"POLYETHYLENE, LLD PRODUCTION BY A SLURRY PROCESS SIMILAR TO THE CHEVRONPHILLIPS MARTECH™ SLURRY LOOP PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2294,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS SIMILAR TO NOVA CHEMICALS ADVANCED SCLAIRTECH™ PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2293,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS SIMILAR TO NOVA CHEMICALS SCLAIRTECH™ PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2292,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS USING DOW'S LOOP POLYMERIZATION REACTORS (METALLOCENE)",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2291,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS USING DOW'S LOOP POLYMERIZATION REACTORS (ZIEGLER)",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2290,"POLYETHYLENE, LLD, BIMODAL GRADE, BY BORSTAR TECHNOLOGY",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2289,"POLYETHYLENE, LLD, BIMODAL GRADE, PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE SPHERILENE™ C PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2288,"POLYETHYLENE, LLD, BY A HIMONT TYPE PROCESS",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2287,"POLYETHYLENE, LLD, BY A LOW PRESSURE SOLUTION PROCESS (LARGELY ON DOW PATENTS)",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2286,"POLYETHYLENE, LLD, BY A LOW PRESSURE SOLUTION PROCESS (MITSUI)",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2285,"POLYETHYLENE, LLD, BY A MEDIUM PRESSURE SOLUTION PROCESS (DUPONT TECHNOLOGY)",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2279,"POLYETHYLENE, LLD, BY CONDENSED MODE GAS-PHASE PROCESS (UNIVATION)",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2284,"POLYETHYLENE, LLD, BY DRY MODE GAS-PHASE PROCESS (UNIVATION)",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2283,"POLYETHYLENE, LLD, BY INNOVENE(R) GAS-PHASE PROCESS (BP)",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2282,"POLYETHYLENE, LLD, BY SLURRY PROCESS- STIRRED-TANK REACTORS WITH A SINGLE-SITE CATALYST",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2281,"POLYETHYLENE, LLD, BY SUPERCONDENSED MODE GAS-PHASE PROCESS (UNIVATION)",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2280,"POLYETHYLENE, LLD, FLEXIBLE DENSITY PE PRODUCTION",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2299,"POLYETHYLENE, LLD, SLURRY PROCESS- DOUBLE-TUBE LOOP SINGLE SITE CAT. ORGANO-ALUMINOXY COMP.",LLDPE,VIRGIN RESIN,PE SOLUTION,SCLAIRTECH (DUPONT)
2600,"POLYETHYLENE, LLD FROM ETHANE BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2599,"POLYETHYLENE, LLD FROM NAPHTHA BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2597,"POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2596,"POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE SPHERILENE™ S PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2595,"POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE UNIPOL™ PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2594,"POLYETHYLENE, LLD PRODUCTION BY A SLURRY PROCESS SIMILAR TO THE CHEVRONPHILLIPS MARTECH™ SLURRY LOOP PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2593,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS SIMILAR TO NOVA CHEMICALS ADVANCED SCLAIRTECH™ PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2592,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS SIMILAR TO NOVA CHEMICALS SCLAIRTECH™ PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2591,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS USING DOW'S LOOP POLYMERIZATION REACTORS (METALLOCENE)",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2590,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS USING DOW'S LOOP POLYMERIZATION REACTORS (ZIEGLER)",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2589,"POLYETHYLENE, LLD, BIMODAL GRADE, BY BORSTAR TECHNOLOGY",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2588,"POLYETHYLENE, LLD, BIMODAL GRADE, PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE SPHERILENE™ C PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2587,"POLYETHYLENE, LLD, BY A HIMONT TYPE PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2586,"POLYETHYLENE, LLD, BY A LOW PRESSURE SOLUTION PROCESS (LARGELY ON DOW PATENTS)",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2585,"POLYETHYLENE, LLD, BY A LOW PRESSURE SOLUTION PROCESS (MITSUI)",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2584,"POLYETHYLENE, LLD, BY A MEDIUM PRESSURE SOLUTION PROCESS (DUPONT TECHNOLOGY)",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2578,"POLYETHYLENE, LLD, BY CONDENSED MODE GAS-PHASE PROCESS (UNIVATION)",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2583,"POLYETHYLENE, LLD, BY DRY MODE GAS-PHASE PROCESS (UNIVATION)",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2582,"POLYETHYLENE, LLD, BY INNOVENE(R) GAS-PHASE PROCESS (BP)",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2581,"POLYETHYLENE, LLD, BY SLURRY PROCESS- STIRRED-TANK REACTORS WITH A SINGLE-SITE CATALYST",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2580,"POLYETHYLENE, LLD, BY SUPERCONDENSED MODE GAS-PHASE PROCESS (UNIVATION)",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2579,"POLYETHYLENE, LLD, FLEXIBLE DENSITY PE PRODUCTION",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2598,"POLYETHYLENE, LLD, SLURRY PROCESS- DOUBLE-TUBE LOOP SINGLE SITE CAT. ORGANO-ALUMINOXY COMP.",LLDPE,VIRGIN RESIN,TUBE REFIT,ATOCHEM
2715,"POLYETHYLENE, LLD FROM ETHANE BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2714,"POLYETHYLENE, LLD FROM NAPHTHA BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2712,"POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2711,"POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE SPHERILENE™ S PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2710,"POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE UNIPOL™ PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2709,"POLYETHYLENE, LLD PRODUCTION BY A SLURRY PROCESS SIMILAR TO THE CHEVRONPHILLIPS MARTECH™ SLURRY LOOP PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2708,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS SIMILAR TO NOVA CHEMICALS ADVANCED SCLAIRTECH™ PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2707,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS SIMILAR TO NOVA CHEMICALS SCLAIRTECH™ PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2706,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS USING DOW'S LOOP POLYMERIZATION REACTORS (METALLOCENE)",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2705,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS USING DOW'S LOOP POLYMERIZATION REACTORS (ZIEGLER)",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2704,"POLYETHYLENE, LLD, BIMODAL GRADE, BY BORSTAR TECHNOLOGY",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2703,"POLYETHYLENE, LLD, BIMODAL GRADE, PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE SPHERILENE™ C PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2702,"POLYETHYLENE, LLD, BY A HIMONT TYPE PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2701,"POLYETHYLENE, LLD, BY A LOW PRESSURE SOLUTION PROCESS (LARGELY ON DOW PATENTS)",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2700,"POLYETHYLENE, LLD, BY A LOW PRESSURE SOLUTION PROCESS (MITSUI)",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2699,"POLYETHYLENE, LLD, BY A MEDIUM PRESSURE SOLUTION PROCESS (DUPONT TECHNOLOGY)",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2693,"POLYETHYLENE, LLD, BY CONDENSED MODE GAS-PHASE PROCESS (UNIVATION)",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2698,"POLYETHYLENE, LLD, BY DRY MODE GAS-PHASE PROCESS (UNIVATION)",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2697,"POLYETHYLENE, LLD, BY INNOVENE(R) GAS-PHASE PROCESS (BP)",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2696,"POLYETHYLENE, LLD, BY SLURRY PROCESS- STIRRED-TANK REACTORS WITH A SINGLE-SITE CATALYST",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2695,"POLYETHYLENE, LLD, BY SUPERCONDENSED MODE GAS-PHASE PROCESS (UNIVATION)",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2694,"POLYETHYLENE, LLD, FLEXIBLE DENSITY PE PRODUCTION",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
2713,"POLYETHYLENE, LLD, SLURRY PROCESS- DOUBLE-TUBE LOOP SINGLE SITE CAT. ORGANO-ALUMINOXY COMP.",LLDPE,VIRGIN RESIN,TUBE REFIT,ENICHEM
3129,"POLYETHYLENE, LLD FROM ETHANE BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,USI
3128,"POLYETHYLENE, LLD FROM NAPHTHA BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,USI
3126,"POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE INNOVENE™ G PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,USI
3125,"POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE SPHERILENE™ S PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,USI
3124,"POLYETHYLENE, LLD PRODUCTION BY A GAS-PHASE PROCESS SIMILAR TO THE UNIPOL™ PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,USI
3123,"POLYETHYLENE, LLD PRODUCTION BY A SLURRY PROCESS SIMILAR TO THE CHEVRONPHILLIPS MARTECH™ SLURRY LOOP PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,USI
3122,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS SIMILAR TO NOVA CHEMICALS ADVANCED SCLAIRTECH™ PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,USI
3121,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS SIMILAR TO NOVA CHEMICALS SCLAIRTECH™ PROCESS",LLDPE,VIRGIN RESIN,TUBE REFIT,USI
3120,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS USING DOW'S LOOP POLYMERIZATION REACTORS (METALLOCENE)",LLDPE,VIRGIN RESIN,TUBE REFIT,USI
3119,"POLYETHYLENE, LLD PRODUCTION BY A SOLUTION PROCESS USING DOW'S LOOP POLYMERIZATION REACTORS (ZIEGLER)",LLDPE,VIRGIN RESIN,TUBE REFIT,USI
3118,"POLYETHYLENE, LLD, BIMODAL GRADE, BY BORSTAR TECHNOLOGY",LLDPE,VIRGIN RESIN,TUBE REFIT,USI
